Arabic_text,ar:manual_sentiment,ar:manual_confidence
أنا اللي بشوفه أنو معظم الشباب اللي عميجو على الخليج مو راغبين بهالشيء ,Negative,0.7019000000000001
بحب قول للسيد الحسين حاول شي مرة تطلع عالعالم الطفرانة من تحت مو من فوق ... ,Negative,0.8192
بصراحة .. لا تعليق لدي .. ,Negative,0.6952
ان شاء الله ربي تكون الضروف تحسنت الي الافضل ,Positive,0.9005000000000001
وانصحيهالما تحتاج نصيحة ,Positive,0.7214
و كونوا مذكور بجريدة ما بيعني انو صحيح و خصوصي انو غير واقعي ابدا ,Negative,0.8174
وكل ما اسأل مختصين يقولولي مو سمعانين فيها ,Negative,0.9081
بس التنبيه لحتى تنتبه أكتر المرة الجاية الظاهر انه الرقص مع الذئاب كتير عم يأثر عليك ... ,Negative,0.8122
و الله يجعل كل ايامك فرح و سعادة و نجاح كمان ,Positive,1.0
مو التعصب الاعمى الي بيدل على التفاهة وعدم الانتماء للاشياء القيمة .. ,Negative,0.9155000000000001
والاغلب نهريب والاحسن انو عم يجي وباء على الفروج قبل ما يكبر ,Negative,0.6119
لك تاني شغله هو لسا بالانعاش ,Negative,0.8152
ممكن ينفر منو واولهم اصحاب التعليقات المثالية ,Negative,0.6155
حسيت بنفس احساسك ,Positive,0.6990000000000001
مو كل اصبيعك متل بعض يعني اذا أنتو بتعرفو قصة ,Positive,0.3113
قلت وصلت لنا الازمه العالميه ,Negative,0.8953000000000001
يالله حاجتكن اليوم بنكمل بكرا ,Neutral,0.5018
لانو الشب و الشبة بكونو في سن مش قادرين يحددو شو الي بدهم ياه ,Negative,0.7981
نحنا مش عم نعمل فحص بالمدرسة .. ,Negative,0.6025
عن حالي بستخدمو عادي بالعكس أئرب العيله المشتته بأنحاء المعموره ,Positive,0.49920000000000003
اللله يعطيكي الف عافيه يارب ,Positive,1.0
بعدوا بعدوا لحتى اسبق جوريه الف اهلا والف سهلا بهالطلة الحلوة بيناتنا ,Positive,1.0
أتمنى أن تتحققي كل ماتصبوا إليه نفسك من آمال سناء ,Positive,1.0
يمكن لأنه في الغدره مأحد يشوفه او يمكن مرد ذلك للأسطورة القديمة عن الرجل الذي يتحول الى ذئب عند اكتمال القمر اخوك ابو عبدالله  ,Neutral,0.6274000000000001
خدوه على ئد عقلويعني في عاقل بيعمل هيك شي ؟ ,Negative,0.82
و بعدين بيجمعوا هي الشغلات و الألوان بكتاب و بيعرضوه على دور الأزياء العالمية ,Positive,0.6041000000000001
بس اخليكم مع الصور ,Neutral,0.7062
تمنياتي لكم بالتوفيق والسعاده ,Positive,0.9109
يعني كل هدول ما بيعرف كل واحد يأبدع لحالو ,Negative,0.8142
هدول شخصين مو واحد متل ما مبين للوهلة الأولى ,Neutral,0.7009000000000001
إذا كان مش مهتم بالمرة .. ,Negative,0.7992
بصيروا بدون يوقفوا ضد هالتعليق ... ,Negative,0.7318
بكرة بيعملو شلة لحالهم و بتشتغل حرب النقّيفات بالمنتدى ,Negative,0.8982
طلب واحد بس تروحي و ترجعي بالسلامة مش أكتر علشان ما تقل عليكي اوكي ؟؟؟ ,Positive,0.7016
تحية طيبة، خلينا نرحب بالآنسة ساندرة كفرد جديد في عيلتنا يلي عم تكبر، وعم نستنا منك آنستي الكريمة مايفيدنا بإذن الله تعالى، ولكم السلام، إياد  ,Positive,1.0
عمو أميررر الحباب كل عام وأنت بألف خير يارب وعقبال ما تفرح فيك الفرحة الكبيرة ونشوف ولادك عم ينطو على اكتافك يارب تحياتي  ,Positive,0.9228000000000001
كلهم نجحين ,Positive,1.0
لتكون نازل بشي نفق وعم تكسب دولارااات ,Neutral,0.3719
بس لازم يكون مترجم ,Neutral,0.6326
والله الهيئة دم حامي و ما بتقبل انتقادات يعني والله مالنا غير نحكيلك معو مافي كلام ,Negative,0.8442000000000001
لكن شو الواحد بدو غير هيك يارح يخجل ويترك الفرجة ... ,Negative,0.5351
انا بقول بيكفينا ٨٠٪  ,Neutral,0.4651
والله خليتني اشتهي قرص العجة ,Positive,0.7604000000000001
وما كانت انتي بس تشوفيها بلشت تبهدل هربي من الواجهة لحتى تهدا ,Negative,0.6382
أخي ، متل ما أنت رضيت تابع معاها بالرغم من عدم عذريتها ,Negative,0.5938
أخي «batman» كل عام وانته بالف خير وينعاد عليك يا رب بالخير والبركة ,Positive,1.0
ولو زياد كنت تخبرنا كنا قمنا بواجبنا وزرناك بالمشفى او حتى بعتنالك بوكيه ورد .  ,Positive,0.6959000000000001
علي العموم طموني موضوع عن جد بجسد المراءة الاردنية الفلسطينية ,Positive,0.649
بس شكلو حلو عجبني ، ,Positive,1.0
الهدية مابنردها ,Positive,0.7286
هه و رح االب الشحاطة منشان تقوى الخناقة اكتر و اكتر ,Negative,0.9054000000000001
وبدون غلط على التاني  ,Negative,0.403
حلوة هالقصة كتير دمدوم ,Positive,1.0
بكل الحالات .. أنا معكن .. ,Positive,0.8056000000000001
ان شا الله كل عام وانتا بخير حبيبي وسيم وعقبال المليون سنة تقبل مني هالهدية البسيطة بتمنى تعجبك انتظر لتحمل الصورة مشان تمارس هوايتك  ,Positive,1.0
أحييك يا صديقتي الجميلة والمتألقة على مر الكلمات حكمت داوود ,Positive,1.0
واتفرج على هل تلجات الله يبعت الخير لهل بلد ,Positive,0.5141
الي بدو حريات يروح يشوف الحرية الغربية الي هو وغيرو متشدق فيها ويشوف الانحلال ,Negative,0.7998000000000001
مافي أي رشاوي من ورا هل تخبايه ؟؟ «3-» انخفاض في عدد الحوادث ؟؟؟ «4-» ,Negative,0.6357
خاب ظني بك يا عفش طلعت متل اللي قبلك بلش التأمر على نادي الجزيرة هذا شغل حموات ، لأنو بتكون حماتو اللي بلغت عنو ,Negative,1.0
انو اجينا عالمشفى مشان نبدأ الشغل ,Neutral,0.5544
ولا نجعل الدين مبرر لفرض ارائنا على غيرنا ,Positive,0.496
وياريت غرفة بالفندق للرجال المتزوجين ... ,Positive,0.5008
يعني بالمختصر ... سطحونامنشكيون لا لله ,Negative,0.8997
شوفي يا ستي هاد بقولك في مرة واحد محشش متردد يقطع الشارع راح قطعه فدعسته سيارة فقال وشرفي كنت عارف ,Positive,0.451
وهيك بتضل الوحة خلنج .. ,Negative,0.4887
و هذا الحمل يحدث الآن في مجتمعنا كثيرا و مع المراهقات تحديداً بسبب الجهل ! ,Negative,1.0
حي و هيلموهم زي تعون كرامة !!  ,Negative,0.6306
بالطرح بس ما كتير لقيت انو في مبالغة ,Neutral,0.42210000000000003
لك شو هاد صراصير مشويه ... ,Negative,0.729
ةممكن اي شخص اذا عجبو موضوعو يعلق ,Neutral,0.4657
من بعد غيب الت اول مشاركة بدي ارجع حطا بدي حطا بموضوعك ... ,Positive,0.6989000000000001
مين يحرررنا الوجوه البريئه الي متلي ومتل بنت فلسطين بتنسجن قلولي بلا  ,Negative,0.8963000000000001
وعلى فكرة لاحظوا شباب وصبايا لما الواحد بكون بمزاج سيء ,Negative,0.6992
كنت كل ما شغلة كهربائية تنتزع ، جيب شنتاية العدة وفك ، من اصل شي ١٠٠ قطعة يمكن مصلح معي شي ١٠ ، اما الباقي كان يزيد غراض بعد ما سكرهن ، ما اعرف وين بدي حطهن !!! ,Negative,0.7392000000000001
ولو فكر شوي بلاقي انو كان لازم يقتل حالو ١٠٠ مرة قبل ما يقتلها ,Negative,1.0
ممم الانانيه شغله نسبيه يعني في رجال انانين ,Negative,0.5736
اهلين ابو الزوز وان شاء الله اتكون مبسوط معنا ال يعنى انا يلى معمرة بهالمنتدى ههه لا بس بجد منتدى حلو وبسعدك  ,Positive,1.0
المهم الله بيعين واقع ولازم نعيشوو ... ,Negative,0.6712
وراغب الموجب اول مين رحب فيني ... ,Positive,0.9028
وبتمنى تكتب الهطولات المطرية والثلجية تكشف عيوب الطرقات والصرف الصحي في كافة المحافظات ,Negative,0.7061000000000001
فشلون إذا دقوا الخمسة سوى !!! ,Negative,0.4973
وارجع شوف الفرح والأبتسامة على وجه . ... ,Positive,1.0
ومابعرف اكتير شغلات حدا يدلنى ,Neutral,0.5169
لألألألأ يا فاقد ولا ماتتهابل اليوم بقا بدو يسلخنا ويعلقنا .. ههه متوحش الزلمه هادا بعدين بخفف دم بقول ليش جيين قلنالو مكع الزهق ,Negative,0.8231
ويلا نحنا شعب لو شو ما تغنى منرقص عليه ,Positive,0.7039000000000001
بس هادا الرجل اللي راح وخطبها ,Neutral,0.4877
وهو لحالو اكيد رح يعرف غلطه ,Negative,0.41590000000000005
يعني اذا انا هلئ رحت نبشت زبالة بالشارع وفي منتصف النهار شو رح يكون العقاب يا ترى ... ؟؟؟ لم الزبالة من اول وجديد !!! ,Negative,0.7994
الاسعار هو انو ما انخفضت وانو يمكن بس جارك حابب يعمل تنزيلات ,Negative,0.36
ولا الناس ماعادت غير تشوف يلي بيهمها وهاد مجرد رأيي  ,Negative,0.8551000000000001
ولن أخفي عنك هذه القصة لربما حقيقية ؟؟؟ ,Neutral,0.6652
ان شاء بالروية ما تكون من الخسرانين تسكن عند امها لفترة هيدي صعبة شويي ,Positive,0.5015000000000001
بعدن تقريبا بكل شي واكلاتن طيبين ي وبيكرهوا السورية كتير «:walakelmi:» ,Negative,0.7382000000000001
وقليل الأصل سيرضاها لانو مو خسران ,Negative,0.8077000000000001
مش لهل الدرجة ، بس أنا اللي بعرفوا انو هيدا أبسط الشي بينعمل هو تأمين خط إمدادات دائم للأسلحة لا يتأثر بالحروب !  ,Neutral,0.39830000000000004
مهضومين الحماصنة مش هيك ؟؟؟ ,Positive,0.8159000000000001
لعم يصير انه الدول الغربية عم تحرك المتعصبين بالدول العربية ,Negative,0.8140000000000001
للأسف مابظن ,Negative,1.0
وهو بغزة انها تستقدمه كونه يعتبر زوجها وتعطيه اقامه غير هيك ماراح يقدر يجي ,Negative,0.3687
ايه فهمانة عليكي .. مشان نتقل الهدايا بركي بترضي .. ,Positive,0.3065
وكل ماصار سوء تفاهم بالخطة بينزل حضرتو عالملعب وبيحل الامور بمعرفتو ههه ,Negative,0.5449
لولي بربي هاي نهفة ٢٠٠٨ ههه بجد شو هاد بس كل بلد الها عاداتها و تقاليدها الله يكون بعونهون مشكووورة لولي  ,Positive,0.3885
وأنا بدوري بتشكركون فردا فردا ... ,Positive,1.0
فالإنترنيت رح يخفي كل المحادثات اللي بتصير ... ,Negative,0.6023000000000001
وان كانت زنت فتعاقب هي والزاني ,Negative,0.4984
وتخيريه اذا ما بتأدري تستمري بهالشكل ,Negative,0.7107
وبالنسبة لموضوع الهرمونات ، يوم الجمعة خلصت منهم ، بعد ماطلعولي روحي وبأكدلك و حسب مادرست و قرأت وسمعت انو كلامك صحيييح ,Positive,0.496
للليش ... أنا ناجح في الثانوية عقبال الابتدائية ...  ,Positive,0.6551
«2-» اذا ما فينك تقتليها استاجري قاتل مأجور ليقتلها ,Negative,1.0
يعني لا هيك عاجبكن و لا هيك ... ,Negative,1.0
لا تزعلوا ,Positive,0.5869
وبخص بالذكر المشرفين العامين كلهم زوء على حالو «[/grade]» ,Positive,0.9096000000000001
إزا ما ساعدوش بحل بمشكلة وهم مش رح يعرفوا يساعدوا لأنهم مش طرف بكل التفاصيل ,Negative,0.7355
بالزورق تبعو بالبحر بدو يصيد سمك آم صاد ,Neutral,0.7005
وصار لي كام سنه بيجيني اكتئاب بهيدا اليوم لانه ماحدا بيتذكرني الى أهلي الله يخليهم و يخليلكم ,Negative,0.7218
ألف مبروك أخي عصام انشالله بتشوف على وشها الخير تربى بعزكون ودلالكون ,Positive,1.0
شو نسيتوا قصة عصفور بالإيد ... ولا ... عشرة عالشجرة ,Neutral,0.4051
آل شو سيارتو تحت لازم يتحمل حمود ربك ,Negative,0.41050000000000003
بس مثل ما بيقول النثل شو جبرك على المر إلا الأمر ,Negative,0.9067000000000001
لا توجد اسئلة محرجة .. ,Neutral,0.5132
وبهذا والعلم عند الله انو هاي معجزة ربانية لاثبات كلام القران عند الغرب ,Positive,0.8093
ولادك بايدك الهي يلا شباب لفّو علي لنعملو أحلى عراضة لشوف ، ,Positive,0.82
امر عيونك يا موجات البحر تسحرني ,Positive,1.0
البنات الصراحة عقلهم خفيف ونسبة تفكيرهم  ,Negative,1.0
بس ايد وحدة ما بتصفق ,Negative,0.6958000000000001
من يدري ما يحصل داخل كابين السيارة ,Negative,0.6038
السمر احلى مووو سلااام ,Positive,0.6933
كيف اذا واحد منن حكم العالم ,Negative,0.464
وخاصه وقت بتشوف انسان كتير محتاج او وقت بيطلب منك مساعده ... ,Positive,0.5579000000000001
ورائحة بتجنن الجهاز عندي صارت ريحتو مسك وعنبر ... ,Positive,0.9171
مافينا نصنع شي ليه الاعتراض ياعالم ... ,Negative,0.7264
واذا في ناس بدهن ينالوا منها ,Negative,0.9171
حبهم برص ،،، شو اعمللهم يعني ؟  ,Negative,1.0
وشكرااا للجميع ولأبو أنس بس لسا المشاورة إلها منفعة ٠٠٠٠ باي ,Positive,1.0
وشورائكم بالصور الي حطيتها حلوين ولا مو حلوين ,Neutral,0.40590000000000004
اخوتي الأعزاء اقدم لكم اقوى كتاب عربي لتعليم ثري دي ماكس ,Positive,0.8065
وطريقة لايصال بعض الدعم المادي لهم لمتابعة علاج نور ,Positive,0.7254
انا برأيي خلي عم يشتغل هيك أحسن ما يروح للسرقة و النهب .. ,Negative,0.4611
كلا ان الحرب لم تنتهي .. ,Negative,0.7213
بعدين حرام عليكووو كل هاي اسئلة ,Negative,1.0
وحاسس بثقته بنفسه ,Positive,0.6920000000000001
ولا تسالو عن المصايب المشكلي مو بالطريقة المشكلة بالاهمال ,Negative,0.7439
خلص لا تضلي تحكي في نفس الموضوع ,Negative,0.9096000000000001
لزقوا بالحيطان ولا حس ولانفس هيك شي نص ساعة ، ,Negative,0.9087000000000001
اللي سرق البلد ١٥ سنة من الغباء ترجع تأمنّوا على سيادة بلد ... ,Negative,1.0
بعض الاحاديث الجانبية على المسنجر ,Neutral,0.795
واذا منت متذكرني فهذا من جودك وحسن نيتك ,Positive,0.8048000000000001
باختصار ما اشتغل .. ,Negative,0.8151
يللا روح بلا كسل ,Negative,0.46630000000000005
هالسؤال جاوبت عليه قبل هيك بس كرمال عيونك راح اعيدو  ,Positive,0.8338
و كل مين فيه يصلي ببيتو اللا الجمعة خدو سرفيس واطلعوا عجامع تاني ,Negative,0.45270000000000005
مبروك لميس لأنك عروس و ألف مبروك لأنك شطورة ... ,Positive,1.0
بس انا من الناس يلي مستحيل يسأل عن السبب ,Positive,0.40650000000000003
بقولولك ياااي .. حضارة .. أكابر وغيرو ,Negative,0.6043000000000001
يعني بيسو عم نحتفلك ونعملك طنة ورنة وأنتة ولا هون ,Negative,0.8972
ماشاء الله عليكي يا حلوه شو صايره مواضيعك كتير حلوه ,Positive,0.9107000000000001
حلوة القصة ومهضومة والفكر والقلب دائماً ,Positive,1.0
وتبقى لكل لهجة حلاوتها وميزتها ,Positive,1.0
يعني نحن بكل البلدان العربية عم نحكي على الكبت ,Negative,0.9048
شو هادا اللى بتحكيه حشيش !!! ,Negative,0.7562
وكل يوم بيعانقوا المخدة وبيبكوا بتعاسة لأنهم محرومين من الشريك . ,Negative,0.9048
بس والله الكمبيوتر كان شوي مرضان ,Negative,0.7972
بس الأسوأ انو في ناس ما بيقتنعوا انو هالنار بتحرق لحتى يدسوها بايدهن !!! ,Negative,0.901
و معجب برسوماته الجميلة بس بدي منك تزودني بصور كمان و بكون ممنونك ,Positive,1.0
والي طلع مع مجلس الجنوب انو التعويضات والعلاج بيطال الام فقط لانها لبنانيه ,Negative,0.9081
وعقبال ما تفرحوا فيهن بالشهادات العالية يا رب ,Positive,1.0
ليش وين انت مقيمة ... إزا انت بحلب لسمسلي عليها دخيلك خيتو  ,Positive,0.5938
إلي جاب الأجانب هم أسيادك المتآمرين على الوطن لصالح كراسيهم ,Negative,1.0
لأ زودوها بقا ؟ ,Negative,0.9058
يعني ما عاد نستبعد نهائياً إنو أي شي أميركي من شوكولا أو غيرها يكون في دهن خنزير أو شحم خنزير ، ,Negative,0.8107000000000001
هاي امي بتضل تحكي بيحب الكَبره ولو على خازوق ,Negative,0.7225
دعوت لك فى الكعبة ان تنالى الخير ممن تدعون الله به ... ,Positive,1.0
و لكني احب لارض التي تررعت فيها و اكلت من خير ارضها ,Positive,1.0
وانا جاهزة عيوني لاي مساعدة وبطيارة بجيكي اذا بدك ,Positive,0.9027000000000001
فقت الصبح فكرت أنو أنا كل يوم بفيق بكير وما عم بشبع نوم ,Negative,0.7972
وشكلكم انبسطوا كثير تحت الشجر على حرف المي ... ,Positive,0.8202
معناتو جرح السماء قفشكون شو قفشة بتسوا بلاوي ,Negative,1.0
صار بدي اجازة لمدة اسبوع على الاقل ... ,Positive,0.3922
ولم تنظم ولم يستفد منها المتضررون كما يجب ,Negative,0.8186
احيانا الواحد بيضطر ينزل ,Neutral,0.5039
كلك زوء لعرض هذه الصور ريمون انا عندي شوية صور بس والله ما اجاني فكره نزلون وبهيك عنوان بس والله حلوين ههه  ,Positive,1.0
ومش أنا يلي بحاسب ولا بكفر .. ,Negative,0.45890000000000003
الله يحميه ويقويه وإنشالله رح يكمل ابنو دراسة وياخد أعلى الشهادات وبالمستقبل يفتخر بإنو عملو البسيط الشريف قدر يعمل شي ما قدر غيرو يعملو  ,Positive,1.0
وبيتسرح كم دكتور من الجامعة . ,Negative,0.8067000000000001
لك لعيونك أشو بدك جاهزين بأمرك ,Positive,0.8943000000000001
لانو ما خرج نلاقيها بالكتب الخبرة بتلعب دورها ... مو هيك ,Neutral,0.304
ماعليش ارجعت بعد ظروف اولها ضغط عمل ... ,Positive,0.44930000000000003
وبكون الهم قواعد وبهيك بنكون بناسس لشي اجديد على النت ,Positive,0.7257
خدمة ضعيفة مبدئياً .. ,Negative,0.9176000000000001
جارنا فودووو استلم دكانة جديدة و مسميها تكنولوجيا مرتين ,Neutral,0.5074000000000001
الاصغر ديما معزوم ما بيدفع انا ,Negative,0.40740000000000004
فشافوا تجار السوق وسألوه شو صاير لحمارك فقال بكل هدوء وثقة متل مو شايفين .. ,Neutral,0.4515
عموماً في كتير مواقع بتعطي بريد مجاني ,Positive,0.6952
وبأذن الله تنجحين ,Positive,1.0
وبما أنو لسا باب التوقعات مفتوح ..  ,Positive,0.5957
بعدين هي معلمتي فهمتو يعني شو انا مافيني بلاها هون ,Negative,0.6985
يلا لنشوف ورجينا همتك بتزويد المنتدى بكل جديد في عالم الجوالات ,Positive,0.8091
بس ما تكون من المشاكسين جمعية الدفاع عن الرجل ؟؟؟  ,Positive,0.4005
لسش انت عايش بعهد الصحابة رض بدك شهود وحدود ,Negative,0.9135000000000001
بشكرك كتير على هاد ألتعبير والروح الوطنيه …… . ,Positive,0.91
سؤالي هل تظنون هذا الشخص راح يرمي فلوسه في بيته مثل ما يرميها على هذه الغزاله ههه ,Negative,0.8043
وفي عيد ملادها جبت الها هدية وقلت الها مش زي بعض ناس ما افتكرنا عيد ميلادهم ,Positive,0.5924
عندن خبرة بهل مجال و بيضلن رايحين جايين .. ,Positive,0.3987
بعدين الثاني كان جيد بس خربوه لما اموحتب راح يحارب الملك العقرب ,Negative,0.40440000000000004
اخاف من اخرتها والله العظيم عاش المليك للعلم والوطن ... ,Positive,0.39030000000000004
كل عام وانت بخير لا ماحلوة الكل قالوها شو بدك تكتبي ياتومي الحبابة ... ؟؟؟ ,Positive,0.8254
ههه لا مو معقول أخي عزيز يعني مخبي عيد ميلادك كل الوقت ,Positive,0.5336000000000001
للشهادات العليا ماجستير ودكتوراة ,Neutral,0.7323000000000001
فهل بتقبلوني ولا ارجع من مكان مااجيت ,Negative,0.4965
هلى وياكم يلذ العيش ويطيب ونسايمكم تداوي الجرح ويطيب ,Positive,1.0
قال شو قابض من طلاب ومو منجحهن ... أي لأ .. ,Negative,1.0
نحن بنحطك جوات العيون ...  ,Positive,1.0
ههه طبعاً ما حدا بيقدر يرضي النساء بنوب بيعينا الله عليهم ...  ,Negative,0.9127000000000001
يعني لك عم امزح و لا يهمكم ,Positive,0.8210000000000001
لو بدي احكي ما بخلص ... ,Negative,0.6976
بعدين الموضوع ما مستاهل حكي ,Negative,0.9067000000000001
هل ترغب فى الاستفادة من مدونتك فى تحقيق عائداً مالياً من الاعلانات ,Positive,0.5022
و المفروض هالطريقه تشتغل لان انا اوقات بفوت ع البريد عن طريق موقع الجمعيه نفسو ، ,Negative,0.46330000000000005
اهم مش لازم نغض نظر على ايا شي منحس ,Positive,0.6322
الله وحدة يعرفها وفقط ,Positive,0.452
أصلا بهالحالة نحنا منكون عم نعمل شغلة أبشع من الشغلة يلي عملها هو، ,Negative,1.0
بس بالاخر اكيد كلشي بينكشف حبل الكذب قصير ولو على النيت ,Negative,1.0
التقينااا في رومكي والتقينا في منتداكي ,Positive,0.795
بس نورتى وربى وبتمنى الك كل حيااة سعيدة ودايما تظل بسمتك مرسومة ,Positive,1.0
الله يكون بعونو لانه مابيعرف ولا واحد مسؤول في الدولة ... ,Negative,0.7131000000000001
حتى اللي بدو يفكر يأذي اي طفل يكون حاسب حساب انو مصيرو الاعدام ,Negative,0.7074
عفوااا والله نسيت قلكن انو الدعوة مجانية ,Positive,0.7216
بسسسم الله الرحمن الرحيم اصدقائي الغاليننن العزيزة سالي ,Positive,1.0
معقول هلأ هيك مشروع متل هاد صار بسوريا ؟ ,Positive,0.5102
بس شعب غزة شو دخلوا برئيس مصر مش عارفة ,Negative,0.8125
وفعلا لو كانت البنت محترمة بيخف هالموضوع بس لا يخلو الأمر من بعض التافهين ... ,Negative,0.6503
وكانت الجامعة اللى بدرس فيها فيها ١٧٠ طالب وطالبة فلسطينية ,Neutral,0.6478
مو فرض كفاية ,Neutral,0.6038
انشالله تروح وترجع بالسلامة وصدقني رح نشتقلك ولا تنسى بس ترجع تجيبلي معك هدية بس تكون محرزة مع تمنياتي لك بالموفقية  ,Positive,0.9102
هل من المقبول أن يتجاهل الرجل مسؤولياته ,Negative,0.5833
و يا صباح احلى كاسة شاي اكرك عجم رايق  ,Positive,0.9249
وما تنعاد بأي مرض ... ,Positive,0.6454000000000001
بس انو احكي ان شالله للحيطان  ,Negative,0.9045000000000001
وتانيا قاطراتنا يا جماعة والله تعبانة ,Negative,0.9054000000000001
خلو العالم تسترزق يعني عالم بتلون شوارعهاو بتفرح ,Positive,0.8171
لانو ابي اتوفى وانا صغيرة ,Negative,1.0
انا اعرف الشيفرة للمنتجات الدنيماركيه بس هاده اول مرة اشوفها  ,Neutral,0.7159
ونحنا بنحب مواضيعك البنائة ... ,Positive,0.9169
رح يجيبها لأخواته الصغار ,Positive,0.797
لازم يكون للفريق الطبي الي شكلو بعيد كل البعد عن الطب ,Negative,0.9041
بس اكيد يلي انكسر بعمروا ما بيتصلح . ,Negative,1.0
وبيبطلو هالمعاملة الهمجية مع الطلاب ,Negative,1.0
لأن عن جد في كتير ناس بيفهموا صفة ناقصات عقل و دين ,Negative,0.33680000000000004
ولك مو حرام عليهون حاجزين مقاعد بالجامعة ومانعين آلاف مؤلفة من الفوتة على الجامعة ,Negative,1.0
غريب و حلو يلا ناطرينك مع كل جديد ,Positive,0.9255
انا برأيي انه الجمال موضوع نسبي .. ,Positive,0.5001
بزعل منك بعدين وبقول عنك شرير .. متل عمو أسامة ,Negative,0.9143
مين بيرضا ان كان مسيحي ولا مسلم ,Negative,0.3587
أنا أصلا من بيئة ١٠٠٪ مسيحية موارنة و تربيت ببيئة ١٠٠٪ سنية و درست بمدارس ١٠٠٪ روم ... ,Positive,0.5976
وفي النهاية الاولاد اذا شافوا انو اهلهم واثقين فيهم ما راح يعملوا اشي خطأ ,Positive,0.7047
كمان بعدين يعني كل سنة نفس القصة متل يلي عم ينفخ بقربة مقطوعة معها معها بتصير ,Negative,0.8979
بدك مين يعلق عليك !! والله الأحرى أنو الناس تعلق عل يلي كاتب المقال . لأنو في ملون خطأ أملائي !!! ,Negative,1.0
أي و النعم من هيك ذرية ,Positive,0.7997000000000001
بس برأيي تقوم من عالانترنت وحاج تتلهى ... ,Neutral,0.601
ولي عليك يا ديما منين بتنبشي هالخبريات . ,Negative,0.4052
وتعبن بالدراسة والجهد والسهر ,Positive,0.6915
وكمان صرنا بعصر صار في الف ومية طريقة لتقدر تحتك بالشخص المقصود ,Positive,0.4017
حاكم الرجال مالهم أمان ,Negative,0.925
يعني لو ماعنا امل ماكنا عشنا لهلأ ,Positive,0.7978000000000001
فيك تترك تدينك لنفسك ؟؟ .. ,Negative,0.8267
وبشكركون لارائكم ومشاركاتكم الحلوة ,Positive,0.9099
الله يفك اسره ... ,Positive,0.6387
و الله يهنيك بسلامة رشا يا أبو محمد .. ,Positive,1.0
خلينا نتطلع على هل الأيه نسجد لك أيها المسيح ونباركك . ,Positive,0.5963
قريت اسمي أيهم ههه على كل حال انا رأيي انو حب الرجل دائما أقوى مو ,Positive,0.6032000000000001
نسيوا ألمصحف ما عندهم وقت ,Negative,0.9066000000000001
مش غلط يكون اقلها مرتب ,Positive,0.5012
مو ضروري يمثل شخصيته ونشوفه عم بلقي شعر درويش ,Negative,0.4047
حتى بلادهم يلي كلها علمانية بحياتهم ما اعترضوا على هالشيء، ,Negative,0.7589
مفهوم الدردحة بإختصآر في الوطن الغزآوي كالآتي  ,Neutral,0.6013000000000001
و أفكاره معروفة بوسطيتها واعتدالها و قربها من العقل والمنطق ,Positive,0.9065000000000001
في يهود محترمين و في مش محترمين ,Both,0.44870000000000004
ما بيصير هيك بنت بتموت وابن صار بال ,Negative,0.8191
من رئيي انا يقمو الطلاب بعمل إضراب عن الدراسة في جامعة الأزهر ويثم فصلو عن العمل عشين يعرف شو هو الحصار ,Negative,0.6875
يلله معلش ، كنت حابة قلك كل عام و أنت بخير يا عدوي اللدود ! ,Positive,0.8092
بس الوقاحة توصل لهون !!! ,Negative,0.8053
و عقبال ما تبقى متجدد و معطاء دايما متل ما بيدل اسمك ,Positive,0.9172
ويحسب للسعوديين حرماننا من الكرة اخر تلت ساعة من المباراة ,Negative,0.8308000000000001
بس اللي لفت انتباهي خفة الدم وحبوه للكاظم الساهر ,Positive,0.8989
واذا دل على شي فهو بيدل عالاستهتار من قبل ادارات الكليات اللي بتضمها الجامعة . ,Negative,1.0
ولك ليش فردة صدريتك لبرا ؟ ,Negative,0.9106000000000001
كمان عصة قبر ,Negative,0.5866
و برجع بقول انا ما بيهمني شو الاسباب اللي دفعتو لهالشي ,Negative,0.6053000000000001
وهذا من زمان كتير،وبعدين مابعرف ليش هالجدل ,Negative,0.7938000000000001
لا يتركون للناس حرية الإختيار، ,Negative,0.9164
لسه الخير لقدّام تسرّب المي موجودة من أيام انجاز المشروع ,Negative,0.7359
اما الخليوي فبتضحك هالشغلة شو السيد رامي رج يصير عندو ٤ شركات بدل التنين ,Positive,0.5078
والسلطة نسو فلسطين والشعب والقضية ولاشهداء ,Negative,1.0
صدقيني بكرا رح تقلو الحركة الي عملتها بالدهب وتعرفو انو اغلب الي عم نسمعو كذب بكذب .. ,Negative,0.9047000000000001
شو طابخين اليوم ,Neutral,0.7297
و مبروك الفيزا ,Positive,1.0
أكثر من عنا بياخدوا معاهم فودكا على المقبره ,Negative,0.8152
لأنو ما بقي الإيحاء النفسي ,Neutral,0.6101
والحب بدهم رعايه وعنايه كل يوم مشان يستمر الحب ويكبر ,Positive,0.8993
انك مش عارف شو بدك يا ريّس لا تتنحى واستمر في نضالك الى ان يتحرر الوطن ونحن معك على الدرب سائرون ,Positive,0.8915000000000001
ختيار عمره ٩٠ سنة عم يحكي مع الدكتور وهو مبسوط ,Positive,0.9033
و طبعا مع التشديد على أهمية ,Positive,0.6002000000000001
شو اخي انس عم تضارب عليي يعني ؟؟ ,Negative,0.8344
هادا اللي جنيناه من كل الوعود بالسلام اللي شاطرين فيها ,Negative,0.9067000000000001
